Hugo_Symbol	dN	dS	dN/dS
WRAP73	4	1	3.9999960000040002
DLST	4	1	3.9999960000040002
WISP2	4	1	3.9999960000040002
WIPF3	4	1	3.9999960000040002
WDSUB1	4	1	3.9999960000040002
WDR75	4	1	3.9999960000040002
WDR43	4	1	3.9999960000040002
DNAAF3	4	1	3.9999960000040002
WDR41	4	1	3.9999960000040002
DNAI1	4	1	3.9999960000040002
DNAJA2	4	1	3.9999960000040002
DNAJB6	4	1	3.9999960000040002
ZCCHC12	4	1	3.9999960000040002
ZCCHC13	4	1	3.9999960000040002
ZCCHC4	4	1	3.9999960000040002
ZNF565	4	1	3.9999960000040002
ZYG11B	4	1	3.9999960000040002
ZXDB	4	1	3.9999960000040002
ZNF805	4	1	3.9999960000040002
ZNF79	4	1	3.9999960000040002
ZNF780A	4	1	3.9999960000040002
DDX21	4	1	3.9999960000040002
ZNF765	4	1	3.9999960000040002
ZNF724P	4	1	3.9999960000040002
ZNF692	4	1	3.9999960000040002
ZNF572	4	1	3.9999960000040002
ZNF563	4	1	3.9999960000040002
ZDHHC16	4	1	3.9999960000040002
DECR2	4	1	3.9999960000040002
ZNF555	4	1	3.9999960000040002
ZNF546	4	1	3.9999960000040002
ZNF44	4	1	3.9999960000040002
ZNF430	4	1	3.9999960000040002
DFFA	4	1	3.9999960000040002
ZNF234	4	1	3.9999960000040002
ZNF124	4	1	3.9999960000040002
ZMAT3	4	1	3.9999960000040002
ZFP57	4	1	3.9999960000040002
WBP11	4	1	3.9999960000040002
VSTM2A	4	1	3.9999960000040002
TGOLN2	4	1	3.9999960000040002
VSIG4	4	1	3.9999960000040002
TNFRSF8	4	1	3.9999960000040002
TNFRSF11A	4	1	3.9999960000040002
DSCR3	4	1	3.9999960000040002
TMPRSS4	4	1	3.9999960000040002
TMOD4	4	1	3.9999960000040002
TMEM87A	4	1	3.9999960000040002
RBM45	4	1	3.9999960000040002
TMEM255A	4	1	3.9999960000040002
TMEM25	4	1	3.9999960000040002
TMEM202	4	1	3.9999960000040002
TMEM190	4	1	3.9999960000040002
TMEM184C	4	1	3.9999960000040002
TMEM145	4	1	3.9999960000040002
DYNC1LI2	4	1	3.9999960000040002
TMEM135	4	1	3.9999960000040002
TMEM127	4	1	3.9999960000040002
DYRK4	4	1	3.9999960000040002
DZANK1	4	1	3.9999960000040002
TM2D3	4	1	3.9999960000040002
TKT	4	1	3.9999960000040002
TIMD4	4	1	3.9999960000040002
TIAL1	4	1	3.9999960000040002
THOC5	4	1	3.9999960000040002
TNFSF14	4	1	3.9999960000040002
TRABD2A	4	1	3.9999960000040002
TRAM1	4	1	3.9999960000040002
UGDH	4	1	3.9999960000040002
VRK3	4	1	3.9999960000040002
VPS4A	4	1	3.9999960000040002
DNM1L	4	1	3.9999960000040002
VNN1	4	1	3.9999960000040002
VENTX	4	1	3.9999960000040002
USP8	4	1	3.9999960000040002
USP15	4	1	3.9999960000040002
USF1	4	1	3.9999960000040002
UQCRC1	4	1	3.9999960000040002
UGT1A10	4	1	3.9999960000040002
UBA3	4	1	3.9999960000040002
TRGV2	4	1	3.9999960000040002
TXNRD1	4	1	3.9999960000040002
TXNDC5	4	1	3.9999960000040002
TUBG2	4	1	3.9999960000040002
TSPAN11	4	1	3.9999960000040002
TSG101	4	1	3.9999960000040002
DOLPP1	4	1	3.9999960000040002
TROVE2	4	1	3.9999960000040002
TRIP4	4	1	3.9999960000040002
TRIM36	4	1	3.9999960000040002
TRIM16	4	1	3.9999960000040002
FAH	4	1	3.9999960000040002
PQBP1	4	1	3.9999960000040002
RBM38	4	1	3.9999960000040002
MTFMT	4	1	3.9999960000040002
GLO1	4	1	3.9999960000040002
LYSMD4	4	1	3.9999960000040002
GLTP	4	1	3.9999960000040002
LUC7L2	4	1	3.9999960000040002
LUC7L	4	1	3.9999960000040002
GLUL	4	1	3.9999960000040002
LTA	4	1	3.9999960000040002
GMPPB	4	1	3.9999960000040002
GMPR2	4	1	3.9999960000040002
GNA11	4	1	3.9999960000040002
LRRIQ4	4	1	3.9999960000040002
LRRFIP1	4	1	3.9999960000040002
LRRC46	4	1	3.9999960000040002
LRRC27	4	1	3.9999960000040002
LRRC14B	4	1	3.9999960000040002
LRP11	4	1	3.9999960000040002
GORAB	4	1	3.9999960000040002
GORASP2	4	1	3.9999960000040002
LRCH2	4	1	3.9999960000040002
LMOD2	4	1	3.9999960000040002
LMOD1	4	1	3.9999960000040002
LMO2	4	1	3.9999960000040002
LMLN	4	1	3.9999960000040002
LMAN2	4	1	3.9999960000040002
LIPC	4	1	3.9999960000040002
MAP4K1	4	1	3.9999960000040002
MARS	4	1	3.9999960000040002
MBD4	4	1	3.9999960000040002
MLKL	4	1	3.9999960000040002
MSH2	4	1	3.9999960000040002
MS4A13	4	1	3.9999960000040002
MRPL2	4	1	3.9999960000040002
MROH6	4	1	3.9999960000040002
GATA6	4	1	3.9999960000040002
MPV17	4	1	3.9999960000040002
MPPED2	4	1	3.9999960000040002
GBE1	4	1	3.9999960000040002
MPP6	4	1	3.9999960000040002
GBX1	4	1	3.9999960000040002
MMP19	4	1	3.9999960000040002
MIOX	4	1	3.9999960000040002
MDM2	4	1	3.9999960000040002
GEMIN5	4	1	3.9999960000040002
MINA	4	1	3.9999960000040002
MFSD5	4	1	3.9999960000040002
MFSD3	4	1	3.9999960000040002
MFSD10	4	1	3.9999960000040002
MEP1B	4	1	3.9999960000040002
GH1	4	1	3.9999960000040002
MEIS3	4	1	3.9999960000040002
ME2	4	1	3.9999960000040002
GIMAP7	4	1	3.9999960000040002
GIPC3	4	1	3.9999960000040002
LDLRAP1	4	1	3.9999960000040002
GPI	4	1	3.9999960000040002
LDHB	4	1	3.9999960000040002
IFT52	4	1	3.9999960000040002
IL13RA1	4	1	3.9999960000040002
IL11RA	4	1	3.9999960000040002
IKBIP	4	1	3.9999960000040002
GSAP	4	1	3.9999960000040002
IGLV10-54	4	1	3.9999960000040002
IGHV7-81	4	1	3.9999960000040002
IGHV1-69	4	1	3.9999960000040002
IGFBP2	4	1	3.9999960000040002
GSTA1	4	1	3.9999960000040002
IGF1	4	1	3.9999960000040002
IFT88	4	1	3.9999960000040002
HTR3C	4	1	3.9999960000040002
INSL6	4	1	3.9999960000040002
HSDL2	4	1	3.9999960000040002
HSD3B1	4	1	3.9999960000040002
HSD11B1	4	1	3.9999960000040002
HRH1	4	1	3.9999960000040002
HPR	4	1	3.9999960000040002
HPDL	4	1	3.9999960000040002
GZMA	4	1	3.9999960000040002
HLA-C	4	1	3.9999960000040002
HIST1H4G	4	1	3.9999960000040002
HIF1A	4	1	3.9999960000040002
HENMT1	4	1	3.9999960000040002
INO80B	4	1	3.9999960000040002
INTS6	4	1	3.9999960000040002
GPR113	4	1	3.9999960000040002
KLHL20	4	1	3.9999960000040002
LDHA	4	1	3.9999960000040002
LCE2D	4	1	3.9999960000040002
LCE2A	4	1	3.9999960000040002
LCAT	4	1	3.9999960000040002
GPR157	4	1	3.9999960000040002
LANCL1	4	1	3.9999960000040002
KRTAP19-7	4	1	3.9999960000040002
KRT6C	4	1	3.9999960000040002
KRBA2	4	1	3.9999960000040002
KLHL41	4	1	3.9999960000040002
KLHL23	4	1	3.9999960000040002
KIAA1143	4	1	3.9999960000040002
ITFG3	4	1	3.9999960000040002
KIAA0895L	4	1	3.9999960000040002
KDELR2	4	1	3.9999960000040002
GPSM1	4	1	3.9999960000040002
GPT2	4	1	3.9999960000040002
KCTD20	4	1	3.9999960000040002
KCNN1	4	1	3.9999960000040002
KCNJ11	4	1	3.9999960000040002
KBTBD8	4	1	3.9999960000040002
KBTBD13	4	1	3.9999960000040002
JAM3	4	1	3.9999960000040002
IVNS1ABP	4	1	3.9999960000040002
MTCH2	4	1	3.9999960000040002
MYC	4	1	3.9999960000040002
FAM117B	4	1	3.9999960000040002
NAA11	4	1	3.9999960000040002
PPIL4	4	1	3.9999960000040002
PPIL1	4	1	3.9999960000040002
PPIF	4	1	3.9999960000040002
PPARG	4	1	3.9999960000040002
PPARA	4	1	3.9999960000040002
FBXO3	4	1	3.9999960000040002
FBXO34	4	1	3.9999960000040002
POLR3D	4	1	3.9999960000040002
POLR2F	4	1	3.9999960000040002
POFUT1	4	1	3.9999960000040002
FBXW5	4	1	3.9999960000040002
PNLIPRP2	4	1	3.9999960000040002
PM20D1	4	1	3.9999960000040002
FCGR2B	4	1	3.9999960000040002
PLK4	4	1	3.9999960000040002
FDXR	4	1	3.9999960000040002
FEM1A	4	1	3.9999960000040002
PLIN5	4	1	3.9999960000040002
PLIN2	4	1	3.9999960000040002
PLEKHH3	4	1	3.9999960000040002
FEV	4	1	3.9999960000040002
PHOX2A	4	1	3.9999960000040002
PHF11	4	1	3.9999960000040002
FGF20	4	1	3.9999960000040002
FGF21	4	1	3.9999960000040002
PPM1J	4	1	3.9999960000040002
PPP1R8	4	1	3.9999960000040002
PPP3CB	4	1	3.9999960000040002
FAM183B	4	1	3.9999960000040002
RASSF1	4	1	3.9999960000040002
RASL11A	4	1	3.9999960000040002
RASGRP4	4	1	3.9999960000040002
RAC3	4	1	3.9999960000040002
FAM154B	4	1	3.9999960000040002
RABEPK	4	1	3.9999960000040002
R3HDM2	4	1	3.9999960000040002
QDPR	4	1	3.9999960000040002
PURG	4	1	3.9999960000040002
PTGES2	4	1	3.9999960000040002
PTGER2	4	1	3.9999960000040002
PSMA7	4	1	3.9999960000040002
PPP3R2	4	1	3.9999960000040002
FAM192A	4	1	3.9999960000040002
FAM19A5	4	1	3.9999960000040002
FAM35A	4	1	3.9999960000040002
PRR23C	4	1	3.9999960000040002
PRPSAP2	4	1	3.9999960000040002
PRND	4	1	3.9999960000040002
FAM76B	4	1	3.9999960000040002
FAM78A	4	1	3.9999960000040002
PRB3	4	1	3.9999960000040002
HACL1	4	1	3.9999960000040002
PPP4R1	4	1	3.9999960000040002
PFKL	4	1	3.9999960000040002
FGL1	4	1	3.9999960000040002
FGL2	4	1	3.9999960000040002
NOX1	4	1	3.9999960000040002
OOEP	4	1	3.9999960000040002
OGFOD2	4	1	3.9999960000040002
NUSAP1	4	1	3.9999960000040002
NUP43	4	1	3.9999960000040002
NUDT18	4	1	3.9999960000040002
NTMT1	4	1	3.9999960000040002
FRMD3	4	1	3.9999960000040002
NSRP1	4	1	3.9999960000040002
NSG2	4	1	3.9999960000040002
NR6A1	4	1	3.9999960000040002
NR2F6	4	1	3.9999960000040002
NMRK1	4	1	3.9999960000040002
OR1E2	4	1	3.9999960000040002
FST	4	1	3.9999960000040002
NKAIN2	4	1	3.9999960000040002
NIPA2	4	1	3.9999960000040002
FUNDC2	4	1	3.9999960000040002
FUT5	4	1	3.9999960000040002
NEXN	4	1	3.9999960000040002
NELFA	4	1	3.9999960000040002
NDUFAF1	4	1	3.9999960000040002
NCBP2	4	1	3.9999960000040002
NBPF12	4	1	3.9999960000040002
NAT8L	4	1	3.9999960000040002
OR10V1	4	1	3.9999960000040002
OR1M1	4	1	3.9999960000040002
FH	4	1	3.9999960000040002
OSGEPL1	4	1	3.9999960000040002
PEX11B	4	1	3.9999960000040002
PDSS1	4	1	3.9999960000040002
PCSK6	4	1	3.9999960000040002
PCBP3	4	1	3.9999960000040002
PAPSS1	4	1	3.9999960000040002
FKBP3	4	1	3.9999960000040002
PANX3	4	1	3.9999960000040002
PAFAH2	4	1	3.9999960000040002
PACS1	4	1	3.9999960000040002
P4HA1	4	1	3.9999960000040002
OVGP1	4	1	3.9999960000040002
ORC3	4	1	3.9999960000040002
OR2A1	4	1	3.9999960000040002
OR8B3	4	1	3.9999960000040002
OR8B2	4	1	3.9999960000040002
OR7A17	4	1	3.9999960000040002
OR6C3	4	1	3.9999960000040002
OR52N4	4	1	3.9999960000040002
OR52N2	4	1	3.9999960000040002
FOXI2	4	1	3.9999960000040002
OR52I1	4	1	3.9999960000040002
OR51T1	4	1	3.9999960000040002
OR51E1	4	1	3.9999960000040002
OR4K13	4	1	3.9999960000040002
A1BG	4	1	3.9999960000040002
METTL25	4	1	3.9999960000040002
CD1B	4	1	3.9999960000040002
ACSL1	4	1	3.9999960000040002
CLDN16	4	1	3.9999960000040002
CCDC14	4	1	3.9999960000040002
BIRC7	4	1	3.9999960000040002
CLDN6	4	1	3.9999960000040002
BLZF1	4	1	3.9999960000040002
CLEC4F	4	1	3.9999960000040002
ART1	4	1	3.9999960000040002
ARRDC1	4	1	3.9999960000040002
C2orf69	4	1	3.9999960000040002
CLN3	4	1	3.9999960000040002
C2orf54	4	1	3.9999960000040002
ARMC8	4	1	3.9999960000040002
AGPAT1	4	1	3.9999960000040002
CCM2L	4	1	3.9999960000040002
C2orf44	4	1	3.9999960000040002
ARIH1	4	1	3.9999960000040002
AGPAT6	4	1	3.9999960000040002
ACTL6B	4	1	3.9999960000040002
CMAS	4	1	3.9999960000040002
B3GALNT2	4	1	3.9999960000040002
CTAG2	4	1	3.9999960000040002
ARHGAP27	4	1	3.9999960000040002
ACTC1	4	1	3.9999960000040002
ACSM5	4	1	3.9999960000040002
ACSL3	4	1	3.9999960000040002
DCD	4	1	3.9999960000040002
C22orf23	4	1	3.9999960000040002
CCDC140	4	1	3.9999960000040002
CDKL2	4	1	3.9999960000040002
BHMT2	4	1	3.9999960000040002
ADAP2	4	1	3.9999960000040002
CHIT1	4	1	3.9999960000040002
CER1	4	1	3.9999960000040002
ATP6V1D	4	1	3.9999960000040002
CHMP7	4	1	3.9999960000040002
CCDC63	4	1	3.9999960000040002
CCDC61	4	1	3.9999960000040002
C7orf25	4	1	3.9999960000040002
ADH1B	4	1	3.9999960000040002
CUEDC1	4	1	3.9999960000040002
CEPT1	4	1	3.9999960000040002
CHRFAM7A	4	1	3.9999960000040002
CHRNB1	4	1	3.9999960000040002
CXCR2	4	1	3.9999960000040002
CTNS	4	1	3.9999960000040002
BBS1	4	1	3.9999960000040002
CEP57	4	1	3.9999960000040002
CEP44	4	1	3.9999960000040002
C4orf40	4	1	3.9999960000040002
ATL2	4	1	3.9999960000040002
C4orf33	4	1	3.9999960000040002
BCAR3	4	1	3.9999960000040002
CKAP2L	4	1	3.9999960000040002
BEST1	4	1	3.9999960000040002
CCDC174	4	1	3.9999960000040002
CCDC94	4	1	3.9999960000040002
BHLHE40	4	1	3.9999960000040002
AQP6	4	1	3.9999960000040002
CDK16	4	1	3.9999960000040002
ANKRD34A	4	1	3.9999960000040002
ANKDD1A	4	1	3.9999960000040002
C1orf116	4	1	3.9999960000040002
ANXA7	4	1	3.9999960000040002
COQ6	4	1	3.9999960000040002
CD6	4	1	3.9999960000040002
CYP8B1	4	1	3.9999960000040002
CCR8	4	1	3.9999960000040002
CAPN7	4	1	3.9999960000040002
ANKRD32	4	1	3.9999960000040002
ANKRD24	4	1	3.9999960000040002
CPA2	4	1	3.9999960000040002
CPB1	4	1	3.9999960000040002
CCSER1	4	1	3.9999960000040002
C15orf59	4	1	3.9999960000040002
AKR1C1	4	1	3.9999960000040002
CAT	4	1	3.9999960000040002
CRYGC	4	1	3.9999960000040002
CRYBA1	4	1	3.9999960000040002
CREB3	4	1	3.9999960000040002
C16orf46	4	1	3.9999960000040002
CRHR2	4	1	3.9999960000040002
CRTC2	4	1	3.9999960000040002
CRTAM	4	1	3.9999960000040002
CARD6	4	1	3.9999960000040002
DAOA	4	1	3.9999960000040002
C1QTNF9B	4	1	3.9999960000040002
CASP14	4	1	3.9999960000040002
CYP4A22	4	1	3.9999960000040002
B3GALT2	4	1	3.9999960000040002
BUB3	4	1	3.9999960000040002
CYP2U1	4	1	3.9999960000040002
CDCA7	4	1	3.9999960000040002
APEX2	4	1	3.9999960000040002
APOH	4	1	3.9999960000040002
ACP2	4	1	3.9999960000040002
AIM1L	4	1	3.9999960000040002
APOL6	4	1	3.9999960000040002
C11orf35	4	1	3.9999960000040002
AIRE	4	1	3.9999960000040002
CALN1	4	1	3.9999960000040002
CDC37	4	1	3.9999960000040002
BZW1	4	1	3.9999960000040002
CCR5	4	1	3.9999960000040002
TTN	531	133	3.9924811729888634
ANK3	51	13	3.9230766213017985
LRP2	51	13	3.9230766213017985
CTNND2	35	9	3.8888884567901716
SPTBN5	31	8	3.8749995156250607
ATM	31	8	3.8749995156250607
TPTE	31	8	3.8749995156250607
HCN1	27	7	3.857142306122528
C3	27	7	3.857142306122528
KCNH8	27	7	3.857142306122528
NAV3	46	12	3.833333013888916
BOD1L1	23	6	3.8333326944445507
CDH10	23	6	3.8333326944445507
KIF21B	23	6	3.8333326944445507
DLG2	23	6	3.8333326944445507
ZNF292	23	6	3.8333326944445507
PKDREJ	23	6	3.8333326944445507
ZNF804A	23	6	3.8333326944445507
AGAP1	23	6	3.8333326944445507
DIP2C	23	6	3.8333326944445507
NFATC2	23	6	3.8333326944445507
SAMD9L	19	5	3.799999240000152
ZNF347	19	5	3.799999240000152
ADCY10	19	5	3.799999240000152
KIAA1462	19	5	3.799999240000152
KLHL4	19	5	3.799999240000152
XDH	19	5	3.799999240000152
EYA4	19	5	3.799999240000152
SMG5	19	5	3.799999240000152
HMCN1	87	23	3.782608531190933
NIPBL	34	9	3.7777773580247382
AKAP9	34	9	3.7777773580247382
ADAMTS5	34	9	3.7777773580247382
CNTNAP5	45	12	3.749999687500026
XKR4	15	4	3.749999062500234
DZIP1L	15	4	3.749999062500234
PRPF8	15	4	3.749999062500234
PCDHAC1	15	4	3.749999062500234
E2F7	15	4	3.749999062500234
PLIN4	15	4	3.749999062500234
MCC	15	4	3.749999062500234
PARP4	15	4	3.749999062500234
OR10X1	15	4	3.749999062500234
ADCY6	15	4	3.749999062500234
CCDC129	15	4	3.749999062500234
SGIP1	15	4	3.749999062500234
OR10J3	15	4	3.749999062500234
COLEC12	15	4	3.749999062500234
USP31	15	4	3.749999062500234
USP28	15	4	3.749999062500234
NLRP5	15	4	3.749999062500234
SLC7A14	15	4	3.749999062500234
C9orf84	15	4	3.749999062500234
CTBP2	15	4	3.749999062500234
NRIP1	15	4	3.749999062500234
SPG11	15	4	3.749999062500234
MYO6	15	4	3.749999062500234
SRPR	15	4	3.749999062500234
ZNF786	15	4	3.749999062500234
EPRS	15	4	3.749999062500234
TBC1D9B	15	4	3.749999062500234
ST8SIA4	15	4	3.749999062500234
THBS1	15	4	3.749999062500234
IQGAP1	15	4	3.749999062500234
ABCC12	15	4	3.749999062500234
SCN7A	15	4	3.749999062500234
FIGN	15	4	3.749999062500234
ASTN1	26	7	3.714285183673545
TRANK1	26	7	3.714285183673545
NEB	55	15	3.6666664222222387
CDH20	22	6	3.666666055555657
PRDM2	22	6	3.666666055555657
KIAA0100	22	6	3.666666055555657
MYH11	22	6	3.666666055555657
KAL1	22	6	3.666666055555657
ARHGEF17	22	6	3.666666055555657
MYOM3	22	6	3.666666055555657
NCAN	22	6	3.666666055555657
GBF1	22	6	3.666666055555657
EPHA2	22	6	3.666666055555657
SHANK1	22	6	3.666666055555657
TAF4	11	3	3.6666654444448517
TRIM26	11	3	3.6666654444448517
STAT1	11	3	3.6666654444448517
DOK6	11	3	3.6666654444448517
STAT5B	11	3	3.6666654444448517
TRAF7	11	3	3.6666654444448517
GCK	11	3	3.6666654444448517
LNPEP	11	3	3.6666654444448517
ZNF229	11	3	3.6666654444448517
TBL1X	11	3	3.6666654444448517
CSPP1	11	3	3.6666654444448517
GRHL3	11	3	3.6666654444448517
TBC1D16	11	3	3.6666654444448517
FLT3	11	3	3.6666654444448517
LPCAT1	11	3	3.6666654444448517
SUCO	11	3	3.6666654444448517
FAM90A1	11	3	3.6666654444448517
TLR5	11	3	3.6666654444448517
TGM2	11	3	3.6666654444448517
SYT16	11	3	3.6666654444448517
SNRPN	11	3	3.6666654444448517
ZMYM2	11	3	3.6666654444448517
SHROOM4	11	3	3.6666654444448517
WASF3	11	3	3.6666654444448517
EMR1	11	3	3.6666654444448517
KCNJ16	11	3	3.6666654444448517
CERCAM	11	3	3.6666654444448517
ATP8A2	11	3	3.6666654444448517
SBNO1	11	3	3.6666654444448517
EPB41L4B	11	3	3.6666654444448517
VPS11	11	3	3.6666654444448517
EPHA1	11	3	3.6666654444448517
SETD5	11	3	3.6666654444448517
ZNF385A	11	3	3.6666654444448517
WWP2	11	3	3.6666654444448517
ADAM23	11	3	3.6666654444448517
ICAM5	11	3	3.6666654444448517
ZHX2	11	3	3.6666654444448517
PYGL	11	3	3.6666654444448517
USP7	11	3	3.6666654444448517
HTR7	11	3	3.6666654444448517
HTR5A	11	3	3.6666654444448517
CLEC14A	11	3	3.6666654444448517
PTBP1	11	3	3.6666654444448517
SLC9A1	11	3	3.6666654444448517
SLCO3A1	11	3	3.6666654444448517
PSD	11	3	3.6666654444448517
PRRC2C	11	3	3.6666654444448517
SP140	11	3	3.6666654444448517
CDHR3	11	3	3.6666654444448517
SPOCD1	11	3	3.6666654444448517
CFHR3	11	3	3.6666654444448517
FGFR2	11	3	3.6666654444448517
MED15	11	3	3.6666654444448517
CA10	11	3	3.6666654444448517
NLGN3	11	3	3.6666654444448517
OR2M3	11	3	3.6666654444448517
NEGR1	11	3	3.6666654444448517
DIAPH3	11	3	3.6666654444448517
NTRK1	11	3	3.6666654444448517
NOS3	11	3	3.6666654444448517
ZSCAN29	11	3	3.6666654444448517
OR4M1	11	3	3.6666654444448517
PLXNA4	51	14	3.64285688265308
RANBP2	29	8	3.624999546875057
RIMS1	36	10	3.5999996400000365
MYO16	36	10	3.5999996400000365
DYNC1H1	36	10	3.5999996400000365
LINGO2	18	5	3.599999280000144
USP9X	18	5	3.599999280000144
GOLGB1	18	5	3.599999280000144
COL5A3	18	5	3.599999280000144
TRPC6	18	5	3.599999280000144
LPHN2	18	5	3.599999280000144
BPTF	18	5	3.599999280000144
C2orf16	18	5	3.599999280000144
PLEKHG1	18	5	3.599999280000144
CYFIP2	18	5	3.599999280000144
SOX5	18	5	3.599999280000144
PTCHD2	18	5	3.599999280000144
MUSK	18	5	3.599999280000144
MAGI1	18	5	3.599999280000144
MAG	18	5	3.599999280000144
DNAH10	43	12	3.5833330347222474
PCDH15	75	21	3.571428401360552
SPTB	25	7	3.571428061224563
MYH7B	25	7	3.571428061224563
TAF1L	25	7	3.571428061224563
HECTD4	32	9	3.5555551604938715
CREBBP	39	11	3.5454542231405255
RYR2	91	26	3.4999998653846203
MUC17	70	20	3.4999998250000086
NPAP1	42	12	3.499999708333358
ZNF462	35	10	3.4999996500000354
SPEF2	28	8	3.499999562500055
TEX15	21	6	3.4999994166667636
FER1L6	21	6	3.4999994166667636
ARHGAP33	21	6	3.4999994166667636
DENND3	21	6	3.4999994166667636
KIAA1211	14	4	3.4999991250002185
PRKCB	14	4	3.4999991250002185
PTK2B	14	4	3.4999991250002185
PML	14	4	3.4999991250002185
IPO7	14	4	3.4999991250002185
NBPF1	14	4	3.4999991250002185
KLHL14	14	4	3.4999991250002185
SLC12A9	14	4	3.4999991250002185
RALGAPA1	14	4	3.4999991250002185
PDE10A	14	4	3.4999991250002185
MMRN1	14	4	3.4999991250002185
KIAA1024	14	4	3.4999991250002185
ZC3H18	14	4	3.4999991250002185
CEP128	14	4	3.4999991250002185
GPRASP1	14	4	3.4999991250002185
PPP1R9A	14	4	3.4999991250002185
KANSL1	14	4	3.4999991250002185
MASP1	14	4	3.4999991250002185
TTC3	14	4	3.4999991250002185
HTR3A	14	4	3.4999991250002185
MAN2B1	14	4	3.4999991250002185
NUP155	14	4	3.4999991250002185
GUCY1A3	14	4	3.4999991250002185
ARHGEF11	14	4	3.4999991250002185
IGHA1	14	4	3.4999991250002185
AMOT	14	4	3.4999991250002185
LRRTM4	14	4	3.4999991250002185
EPHB3	14	4	3.4999991250002185
CACNA2D2	7	2	3.499998250000875
HNF4A	7	2	3.499998250000875
KIF3B	7	2	3.499998250000875
KIFC1	7	2	3.499998250000875
RANBP9	7	2	3.499998250000875
CLOCK	7	2	3.499998250000875
GLYR1	7	2	3.499998250000875
DENND5B	7	2	3.499998250000875
UVRAG	7	2	3.499998250000875
CAMK2G	7	2	3.499998250000875
ZNF567	7	2	3.499998250000875
ABCB6	7	2	3.499998250000875
RBBP4	7	2	3.499998250000875
MIEF2	7	2	3.499998250000875
DLD	7	2	3.499998250000875
FAHD2B	7	2	3.499998250000875
RBM15B	7	2	3.499998250000875
TAF4B	7	2	3.499998250000875
HDAC3	7	2	3.499998250000875
KIAA1586	7	2	3.499998250000875
KIAA1468	7	2	3.499998250000875
KIAA1467	7	2	3.499998250000875
OR5A1	7	2	3.499998250000875
SLC22A23	7	2	3.499998250000875
UBR3	7	2	3.499998250000875
HPSE2	7	2	3.499998250000875
MOV10	7	2	3.499998250000875
ADAM33	7	2	3.499998250000875
BBS12	7	2	3.499998250000875
ABCA6	7	2	3.499998250000875
OR5R1	7	2	3.499998250000875
ZC3H12B	7	2	3.499998250000875
OR5M1	7	2	3.499998250000875
PTH2R	7	2	3.499998250000875
ARHGEF6	7	2	3.499998250000875
ZBTB41	7	2	3.499998250000875
UNCX	7	2	3.499998250000875
ECT2L	7	2	3.499998250000875
HTR2A	7	2	3.499998250000875
PTPN22	7	2	3.499998250000875
TRMT1	7	2	3.499998250000875
SLC43A3	7	2	3.499998250000875
GFOD2	7	2	3.499998250000875
KRBA1	7	2	3.499998250000875
MIB2	7	2	3.499998250000875
ZNF551	7	2	3.499998250000875
TRMT2A	7	2	3.499998250000875
TBX3	7	2	3.499998250000875
GK2	7	2	3.499998250000875
R3HDML	7	2	3.499998250000875
SLC2A5	7	2	3.499998250000875
YTHDF2	7	2	3.499998250000875
ERCC2	7	2	3.499998250000875
GLDC	7	2	3.499998250000875
GLRA3	7	2	3.499998250000875
HSD17B4	7	2	3.499998250000875
IFNGR1	7	2	3.499998250000875
SERPINA5	7	2	3.499998250000875
GPRIN3	7	2	3.499998250000875
FAM186B	7	2	3.499998250000875
GRAMD1B	7	2	3.499998250000875
GRHL1	7	2	3.499998250000875
TUFM	7	2	3.499998250000875
GRIN1	7	2	3.499998250000875
SERTAD4	7	2	3.499998250000875
ST3GAL2	7	2	3.499998250000875
SERPINF2	7	2	3.499998250000875
SSRP1	7	2	3.499998250000875
RXRA	7	2	3.499998250000875
SERINC3	7	2	3.499998250000875
SF3B3	7	2	3.499998250000875
ATG9B	7	2	3.499998250000875
ASGR1	7	2	3.499998250000875
ADHFE1	7	2	3.499998250000875
SLAMF1	7	2	3.499998250000875
NPSR1	7	2	3.499998250000875
SLC12A3	7	2	3.499998250000875
FAM124B	7	2	3.499998250000875
MORN1	7	2	3.499998250000875
ZNF784	7	2	3.499998250000875
SCIN	7	2	3.499998250000875
MORN3	7	2	3.499998250000875
VEZF1	7	2	3.499998250000875
SLC16A3	7	2	3.499998250000875
CSTF2	7	2	3.499998250000875
SUGP1	7	2	3.499998250000875
WNT3A	7	2	3.499998250000875
SH3KBP1	7	2	3.499998250000875
SYT1	7	2	3.499998250000875
APBB1IP	7	2	3.499998250000875
RCC1	7	2	3.499998250000875
APBB2	7	2	3.499998250000875
BAIAP2L1	7	2	3.499998250000875
KDM7A	7	2	3.499998250000875
KDM4A	7	2	3.499998250000875
WEE2	7	2	3.499998250000875
EIF5AL1	7	2	3.499998250000875
HARS	7	2	3.499998250000875
CLASP1	7	2	3.499998250000875
OR10J5	7	2	3.499998250000875
GPR173	7	2	3.499998250000875
B4GALNT1	7	2	3.499998250000875
RIC8B	7	2	3.499998250000875
WDR70	7	2	3.499998250000875
HTR5A-AS1	7	2	3.499998250000875
GPR182	7	2	3.499998250000875
COL13A1	7	2	3.499998250000875
FAM222A	7	2	3.499998250000875
KARS	7	2	3.499998250000875
TTYH2	7	2	3.499998250000875
ACAD11	7	2	3.499998250000875
UNC80	7	2	3.499998250000875
LMNA	7	2	3.499998250000875
PIGQ	7	2	3.499998250000875
FTMT	7	2	3.499998250000875
PLEKHH1	7	2	3.499998250000875
