gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
EML5	3	5	0	1	4	0.522900832061142	0.84138069352967	0.84138069352967	1.60432306840156	0.255102589593463	0.868275746353112	0.518879598959882	0.259726178271835	0.839833875545241	0.89698313553992	0.949027993342604	1	0.404867317253104	0.999999852804622
PRB2	5	6	0	0	1	1.29859460201323	0	0	2.08671817495472	0.620188239095787	0.211202412045942	0.370784431375965	0.363492483092436	0.940108790680056	0.866859071043279	0.949027993342604	1	0.404888838905971	0.999999852804622
MIER1	0	5	0	0	1	2.5498309897002	0	0	1.04064584402299	0.153561837578801	0.44463525088945	0.234134310360711	0.576074494463618	0.827439783127048	0.866859071043279	0.949027993342604	1	0.40509212148551	0.999999852804622
OTUD4	5	4	1	0	3	0.524951669687715	1.16079112344177	1.16079112344177	1.69068460442434	0.261950646196923	0.889441625197852	0.500795632020324	0.269380515321906	0.841493136942753	0.908570860883162	0.949027993342604	1	0.405143768020436	0.999999852804622
ARNT	0	5	0	0	2	1.78963478464942	0	0	1.78038163356964	0.371175989118646	0.432136674168497	0.446253155155257	0.302317448478603	0.867395658771226	0.866859071043279	0.949027993342604	1	0.405154845168471	0.999999852804622
USP2	2	7	1	0	2	1.63553001218141	2.40047671348975	2.40047671348975	2.15616371216957	0.367271485394546	0.463818411559117	0.565074947771586	0.238819454473557	0.865554417954465	0.866859071043279	0.949027993342604	1	0.405236518351512	0.999999852804622
VSX1	0	0	0	0	0	0	0	0	0	0.0488863857021206	0.659968722568864	0.134957777004837	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.40525031024533	0.999999852804622
RNF144A	2	5	0	0	1	2.01613275552511	0	0	2.10979278378042	0.250007635169929	0.480429528931975	0.374540492282816	0.360515710075714	0.839669575091781	0.866859071043279	0.949027993342604	1	0.405390396568271	0.999999852804622
GMFG	0	1	0	0	1	1.65622053930652	0	0	5.53582626516255	0.665685110010331	0.686679928367267	0.834354207706492	0.16184066083468	0.94946326309431	0.866859071043279	0.949027993342604	1	0.405399816826186	0.999999852804622
C3orf20	3	10	0	0	2	1.36473766487943	0	0	1.70236665370365	0.517369743054037	0.299001798302139	0.424288337452835	0.318494916191451	0.919618436460195	0.866859071043279	0.949027993342604	1	0.405602489955928	0.999999852804622
COL27A1	5	21	0	1	3	1.72421777296145	0.837090921426873	0.837090921426873	1.15540329731574	0.151384013878495	0.862443333879195	0.306269041160323	0.441369362606928	0.827439783127048	0.893734598586592	0.949027993342604	1	0.4056907345063	0.999999852804622
DACH2	5	14	1	0	1	1.94319611100913	1.9668090782707	1.9668090782707	1.27413510996362	0.109568294326581	0.556409633064183	0.26475526650443	0.510577749968393	0.820733534253114	0.866859071043279	0.949027993342604	1	0.405691488506446	0.999999852804622
TBC1D22B	1	2	0	0	2	0.74612626364521	0	0	2.61736813950559	0.71700333016414	0.467431899563808	0.733699643202708	0.184374319252729	0.959635494621977	0.866859071043279	0.949027993342604	1	0.405886014476729	0.999999852804622
TCP11L1	4	6	0	0	2	1.25123453185004	0	0	2.13019140705697	0.676460111707913	0.342268320523424	0.557916745220234	0.242555825897098	0.952530005597212	0.866859071043279	0.949027993342604	1	0.405987196752684	0.999999852804622
PRKDC	18	37	1	0	6	0.986212188377211	0.273979692485992	0.273979692485992	0.991450314514527	0.958602013429499	0.118851296309528	0.278405044824057	0.486093538951706	0.995619988203684	0.866859071043279	0.949027993342604	1	0.405997070166488	0.999999852804622
SLC34A1	2	3	0	0	2	0.769621891405671	0	0	2.67714405519853	0.703299437782879	0.504390264564945	0.757718197734641	0.178680391936945	0.957336053112633	0.866859071043279	0.949027993342604	1	0.406114041522309	0.999999852804622
ALKBH7	0	2	0	0	1	2.2214422788246	0	0	4.07179010579037	0.376106346687898	0.760310208646174	0.639069365939477	0.211879843606512	0.868938682970882	0.866859071043279	0.949027993342604	1	0.40614709942512	0.999999852804622
DOLK	1	5	1	0	1	1.80692199768604	7.55050251769711	7.55050251769711	1.19413123392683	0.343900885579304	0.139723366762752	0.254818917887244	0.531393292950106	0.859259613268243	0.866859071043279	0.949027993342604	1	0.406153390892965	0.999999852804622
CELF1	4	3	0	0	2	0.69896603542399	0	0	2.24249301838837	0.583801389841658	0.368495483047599	0.596610131355318	0.226983704752098	0.935115500542832	0.866859071043279	0.949027993342604	1	0.406176812053072	0.999999852804622
SYNPO2	6	8	0	0	3	0.764644458599174	0	0	1.55044989176075	0.565623740429066	0.229786780093258	0.443819574078208	0.305130163820185	0.929983279114375	0.866859071043279	0.949027993342604	1	0.406180733675015	0.999999852804622
MTRR	1	7	0	0	1	2.32255203776672	0	0	0.840277101846109	0.138205906595698	0.429382644335555	0.209757914127117	0.645656191740045	0.823728205146992	0.866859071043279	0.949027993342604	1	0.406198241090136	0.999999852804622
PCDHB4	11	11	1	0	2	0.738854067366313	1.90493557445246	1.90493557445246	2.21407069799925	0.439558248542183	0.56870084056064	0.587181132382853	0.230784338304331	0.887779595394712	0.866859071043279	0.949027993342604	1	0.406359585841574	0.999999852804622
ITPKB	6	9	1	0	3	1.07570930321758	2.8393041555861	2.8393041555861	2.05779780344287	0.872476375727833	0.385333505169885	0.68565620117963	0.197784411778368	0.983114013726747	0.866859071043279	0.949027993342604	1	0.406559217174689	0.999999852804622
GSN	1	7	0	2	0	1.46759838514672	7.105006004111	7.105006004111	0	0.498662780023222	0.0471487054809532	0.135650851813027	1	0.912537548335529	0.866859071043279	0.949027993342604	1	0.406636619234164	0.999999852804622
SLC13A3	3	7	0	0	2	1.17725105424658	0	0	2.21179193107853	0.756480638091307	0.346333043707906	0.58715104277194	0.231093056198809	0.965047582504438	0.866859071043279	0.949027993342604	1	0.406707885672423	0.999999852804622
QRICH2	6	5	0	0	0	0.412353468424282	0	0	0	0.0903854560860905	0.20419287466957	0.135687748066024	1	0.819767563771569	0.866859071043279	0.949027993342604	1	0.406710320789994	0.999999852804622
SYT8	0	4	0	0	1	1.93757686104997	0	0	3.23950801390652	0.342997471433749	0.590153348399268	0.528178013295432	0.256941638742443	0.859259613268243	0.866859071043279	0.949027993342604	1	0.406756610965188	0.999999852804622
TRMT2A	2	7	0	1	1	2.13050395176651	4.30824501793766	4.30824501793766	1.1383738794995	0.167875364609799	0.254042874793512	0.248190000633998	0.546861583778838	0.827439783127048	0.866859071043279	0.949027993342604	1	0.406785874642319	0.999999852804622
LCMT2	6	7	1	0	2	1.18311183657762	4.39644287796543	4.39644287796543	1.93232801652888	0.731951548626617	0.243157913924855	0.495544885737227	0.274013844944891	0.961520295687656	0.866859071043279	0.949027993342604	1	0.406906851978204	0.999999852804622
DNAH10	12	36	1	1	8	1.2377532463006	0.83845168751978	0.83845168751978	1.62023530924327	0.467504698400113	0.809700122258652	0.689923887828892	0.196843097052755	0.897816382994125	0.873761153523395	0.949027993342604	1	0.406947972570634	0.999999852804622
LRRTM3	0	10	1	0	0	2.76773096439045	3.93621559554503	3.93621559554503	0	0.0604929943443845	0.286217633789928	0.135897308472869	1	0.814222950885369	0.866859071043279	0.949027993342604	1	0.40712873479514	0.999999852804622
SAP30BP	0	1	0	1	1	0.780132433474554	5.97649528309471	5.97649528309471	2.1424773952658	0.817697235305386	0.183373354986535	0.381373445288072	0.356380097154775	0.973877965890025	0.866859071043279	0.949027993342604	1	0.407161859022039	0.999999852804622
ZNF333	1	5	0	0	2	1.04573653268617	0	0	2.18363867458677	0.942310021161496	0.30736411117621	0.579063285292219	0.234957200321219	0.992767729866758	0.866859071043279	0.949027993342604	1	0.407443549056928	0.999999852804622
LSM14B	1	6	0	0	0	3.03452628562997	0	0	0	0.0643720018479103	0.544141087176218	0.136070468229868	1	0.815753262120288	0.866859071043279	0.949027993342604	1	0.407474226421229	0.999999852804622
ZSCAN23	0	0	0	0	0	0	0	0	0	0.0530033209617069	0.544391513221939	0.136146393236406	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.407625643922879	0.999999852804622
HCFC1R1	0	1	0	0	1	2.05005548876635	0	0	5.08499486215156	0.548230556825749	0.725492985295754	0.780156555227121	0.174542284841929	0.926206654272314	0.866859071043279	0.949027993342604	1	0.407673327817822	0.999999852804622
RPUSD2	0	5	1	0	0	2.42071931242244	10.5036326610833	10.5036326610833	0	0.177088508782981	0.098689779518779	0.136179033701689	1	0.827439783127048	0.866859071043279	0.949027993342604	1	0.407690725899633	0.999999852804622
PSMD11	1	6	0	0	0	2.91672787783295	0	0	0	0.0740835654695429	0.471002612937164	0.136308285521877	1	0.818009788931489	0.866859071043279	0.949027993342604	1	0.407948364899486	0.999999852804622
ZNF254	3	3	2	0	0	0.677689717078405	5.37209120872668	5.37209120872668	0	0.559030935583308	0.07573094432158	0.13632611179115	1	0.927302718527431	0.866859071043279	0.949027993342604	1	0.40798388856777	0.999999852804622
GATA1	2	1	0	0	1	0.302395247475817	0	0	2.17992449199506	0.201537910418424	0.557798425213874	0.38768287601384	0.351754876929071	0.828829763088863	0.866859071043279	0.949027993342604	1	0.408070027460955	0.999999852804622
BLM	3	10	1	0	4	1.47155377667773	1.76455839661682	1.76455839661682	1.86135735906565	0.420900049032343	0.619635327585059	0.683343200204518	0.199597293355801	0.881664771549905	0.866859071043279	0.949027993342604	1	0.408118063513863	0.999999852804622
DAGLA	5	17	0	0	1	1.69878224210002	0	0	0.737398904036748	0.18209163719909	0.30432094025524	0.198477875285778	0.687262900579908	0.827439783127048	0.866859071043279	0.949027993342604	1	0.408144015582658	0.999999852804622
MEI4	0	0	0	0	0	0	0	0	0	0.0520729981569498	0.572574345997647	0.13641098263317	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.408152984738494	0.999999852804622
NUBP2	1	5	0	0	0	3.45137995637889	0	0	0	0.0537705021250635	0.675973230198427	0.13641315640167	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.408157315048489	0.999999852804622
ATE1	1	3	0	0	2	1.06085232401421	0	0	2.47796930975705	0.934584872673268	0.395304050908652	0.686475453182341	0.198732805283153	0.99138039476656	0.866859071043279	0.949027993342604	1	0.408181291370163	0.999999852804622
CD180	2	2	1	0	1	0.540370533713894	6.62902584504895	6.62902584504895	0.97549203080483	0.423850103045355	0.159322488198058	0.228451496556796	0.597177959689614	0.882121336130576	0.866859071043279	0.949027993342604	1	0.408183295362669	0.999999852804622
SLC25A31	0	7	0	0	0	2.90489430813445	0	0	0	0.0729644422133255	0.49864890718563	0.136463732617008	1	0.818009788931489	0.866859071043279	0.949027993342604	1	0.408258056887682	0.999999852804622
PRDM5	1	8	0	0	1	1.98725943342437	0	0	1.01180047866738	0.209617721048883	0.335630963015202	0.233298762343719	0.585248520802076	0.83299744424389	0.866859071043279	0.949027993342604	1	0.40840546805679	0.999999852804622
CNKSR2	3	9	1	0	3	1.5165735157096	1.23686738326112	1.23686738326112	2.07477623005624	0.39823082234575	0.845895800903914	0.699874041389408	0.195094905462998	0.87507208121898	0.885086490545952	0.949027993342604	1	0.408413640436751	0.999999852804622
EBAG9	2	5	0	0	0	3.20568695390383	0	0	0	0.0623225618101753	0.551364867615819	0.13655668042402	1	0.814222950885369	0.866859071043279	0.949027993342604	1	0.408443149052814	0.999999852804622
RTKN	1	2	0	0	2	0.556353104957042	0	0	2.2289479486687	0.459592524808398	0.445565165841106	0.596957720491509	0.228783498699103	0.895753002447407	0.866859071043279	0.949027993342604	1	0.408477782546611	0.999999852804622
SLC24A3	5	5	1	0	2	0.633256127642372	1.65456291568629	1.65456291568629	2.19263970293831	0.398925626965488	0.654260041466588	0.584484686757127	0.233711623148929	0.875156778443645	0.866859071043279	0.949027993342604	1	0.408531113778227	0.999999852804622
ZNF771	0	0	0	0	0	0	0	0	0	0.0476165196030927	0.765558920828733	0.136619913906651	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.408569033259358	0.999999852804622
MBP	0	4	0	0	1	2.30653962565731	0	0	2.34272522328648	0.233991819740843	0.605562666694498	0.410362594494718	0.33294641076306	0.838876734874033	0.866859071043279	0.949027993342604	1	0.408586627550677	0.999999852804622
OR2A12	1	1	0	0	1	0.297848707581816	0	0	2.4123419877531	0.205744867646393	0.668920391443126	0.419837876031716	0.3254947013668	0.832153212007992	0.866859071043279	0.949027993342604	1	0.408638877590573	0.999999852804622
BTBD1	0	3	0	0	2	1.38909895172386	0	0	2.6749577045133	0.663298596587298	0.578818978702822	0.763972684737017	0.178884070764923	0.948627520966876	0.866859071043279	0.949027993342604	1	0.408653883650358	0.999999852804622
SPG7	3	8	0	0	2	1.45075242936768	0	0	1.88814656700542	0.464430853322551	0.384093202393905	0.485056223928397	0.281837559841838	0.897014438849962	0.866859071043279	0.949027993342604	1	0.408742479400966	0.999999852804622
TRRAP	16	46	1	0	3	1.37206445327423	0.383458632733736	0.383458632733736	0.552254660400618	0.224909287070933	0.27652071511014	0.174709151568889	0.782525544856615	0.836191091470955	0.866859071043279	0.949027993342604	1	0.408757028437803	0.999999852804622
PGPEP1L	0	3	0	0	1	1.79982203440763	0	0	4.26747270896073	0.442174555538257	0.682419517173837	0.672095462461808	0.203478809808321	0.888646352277113	0.866859071043279	0.949027993342604	1	0.408842209206925	0.999999852804622
NEU4	1	1	0	0	1	0.286752056853547	0	0	2.24117076172089	0.19039744739687	0.669368033133992	0.397151044511269	0.344439089065751	0.828829763088863	0.866859071043279	0.949027993342604	1	0.408916134209364	0.999999852804622
PDE4C	0	6	1	0	1	2.0951495082476	5.5844137751325	5.5844137751325	1.2920252833013	0.232492600624982	0.19733254466057	0.270281101345611	0.506131506585832	0.838876734874033	0.866859071043279	0.949027993342604	1	0.408922971375094	0.999999852804622
RP4-576H24.4	1	2	0	0	1	1.54293262013626	0	0	5.33006192853772	0.612335129598931	0.71564097332097	0.81734312980133	0.167401299617457	0.938897735931235	0.866859071043279	0.949027993342604	1	0.40897572601466	0.999999852804622
OSGEP	0	4	0	0	1	2.52458346271488	0	0	1.78181140475046	0.188953849578798	0.567458726917346	0.335458894340011	0.407875102725933	0.828829763088863	0.866859071043279	0.949027993342604	1	0.408977772407233	0.999999852804622
GREB1L	0	1	0	0	0	0.170041232200915	0	0	0	0.0633965226991143	0.324138132495319	0.136873543341624	1	0.814222950885369	0.866859071043279	0.949027993342604	1	0.409073660699469	0.999999852804622
KLHL33	0	0	0	0	0	0	0	0	0	0.0522798011426816	0.573523523314246	0.136925098364315	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.40917617835256	0.999999852804622
THEGL	0	0	0	0	0	0	0	0	0	0.0525207943010709	0.567076126633429	0.136947411361728	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.409220541941081	0.999999852804622
TMEM67	0	8	0	0	0	2.52080801385771	0	0	0	0.107097132462106	0.36197749867256	0.137008650319147	1	0.820315855240632	0.866859071043279	0.949027993342604	1	0.409342280991557	0.999999852804622
BBS5	0	3	0	0	2	1.48371848453774	0	0	2.45258844168954	0.60233120938241	0.511434943402029	0.680157772985402	0.201522665357271	0.938629089258961	0.866859071043279	0.949027993342604	1	0.409458662798611	0.999999852804622
SLFN12L	3	5	0	0	2	1.0881806313753	0	0	2.33531994749037	0.883949788099104	0.358552051341951	0.637076681752556	0.21518675270685	0.985868501870717	0.866859071043279	0.949027993342604	1	0.409504875304267	0.999999852804622
CCDC120	2	5	0	0	2	0.989541598831016	0	0	2.73393504493266	0.985892427083337	0.493469969394762	0.790258222614599	0.173507025458441	0.997676225732727	0.866859071043279	0.949027993342604	1	0.409554334660172	0.999999852804622
IGSF6	1	3	0	0	1	2.35409629523256	0	0	2.77216625140198	0.257957037777596	0.670362423523432	0.470640276202634	0.291690091138448	0.839833875545241	0.866859071043279	0.949027993342604	1	0.409883571611551	0.999999852804622
NPIPB11	0	0	0	0	0	0	0	0	0	0.0490932570465086	0.696736196075259	0.137291564723529	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.409904341226246	0.999999852804622
SUMO4	0	3	0	0	0	4.94510542248875	0	0	0	0.0504584984615906	0.753332783188518	0.137296554855282	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.409914249782715	0.999999852804622
NEXN	1	4	0	0	2	1.13608254799143	0	0	2.12309007570838	0.846574583639669	0.309115086763984	0.563661246977459	0.243592187506462	0.978519222597924	0.866859071043279	0.949027993342604	1	0.409927992642035	0.999999852804622
ZMYM3	4	7	0	0	3	0.757856882841278	0	0	1.5488435101932	0.585821885079822	0.227232410658414	0.449402505444499	0.305572419456496	0.935569564447604	0.866859071043279	0.949027993342604	1	0.409970749496551	0.999999852804622
FAM200B	0	0	0	0	0	0	0	0	0	0.0512557258898314	0.610672448465745	0.137327677581089	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.409976043915152	0.999999852804622
VAPA	0	3	0	0	1	2.86104495732286	0	0	1.96989465250162	0.181249673316458	0.671317044747214	0.362199091170572	0.379333565979262	0.827439783127048	0.866859071043279	0.949027993342604	1	0.410108245041624	0.999999852804622
FAM9A	1	3	0	1	1	1.30994014686493	4.9585056846786	4.9585056846786	2.71590539108966	0.710773252561825	0.220859573080247	0.463522777433024	0.296510418839081	0.958740493091908	0.866859071043279	0.949027993342604	1	0.410197677333122	0.999999852804622
PHOSPHO2	2	4	0	0	1	2.41599473116416	0	0	2.024614485604	0.18570595800391	0.667028939402221	0.369730420406145	0.371748769939477	0.828829763088863	0.866859071043279	0.949027993342604	1	0.410212553717805	0.999999852804622
SLC6A14	1	5	0	0	2	1.37376677648061	0	0	2.14309490536543	0.608864121639791	0.390440884704134	0.571112245882185	0.240689007347905	0.938897735931235	0.866859071043279	0.949027993342604	1	0.410239563428086	0.999999852804622
TEX14	3	11	0	2	3	1.50954622954923	2.47696476483743	2.47696476483743	1.61734726725317	0.379836253868496	0.298788049905365	0.47844062530751	0.287390108943134	0.868938682970882	0.866859071043279	0.949027993342604	1	0.410316283342198	0.999999852804622
TMEM251	0	0	0	0	1	0	0	0	2.68763371804514	0.225231250896924	0.755181332866942	0.459925220553531	0.298992624094596	0.836411152308956	0.866859071043279	0.949027993342604	1	0.410346332575249	0.999999852804622
LRSAM1	4	2	1	0	1	0.329631566870798	1.51996854601362	1.51996854601362	1.05165131895806	0.11849311993274	0.707702568829394	0.240173430547536	0.572642927060405	0.823010247180645	0.866859071043279	0.949027993342604	1	0.410384757246254	0.999999852804622
KRT6C	1	4	0	1	1	1.14147636989305	5.80584442370648	5.80584442370648	2.37343142989231	0.840976925461609	0.186251090662966	0.417475178104025	0.329618647125397	0.977980425080996	0.866859071043279	0.949027993342604	1	0.410531519475755	0.999999852804622
PLEKHO2	0	1	0	0	2	0.554297508005658	0	0	2.59363632195593	0.571031676858678	0.565876172967679	0.737091438387027	0.186708974588323	0.932107739182537	0.866859071043279	0.949027993342604	1	0.410559252379999	0.999999852804622
VPS35	0	5	0	0	2	1.96245202446789	0	0	1.57062667367805	0.301002574294608	0.446601231485094	0.394678468277446	0.348728750248142	0.848355379762247	0.866859071043279	0.949027993342604	1	0.410587299439745	0.999999852804622
SLC8B1	2	3	0	0	2	0.772153722642262	0	0	2.55622028592548	0.706895718242167	0.457816134399723	0.722654489559525	0.190478912579577	0.958090583738406	0.866859071043279	0.949027993342604	1	0.410616475372407	0.999999852804622
CEP290	2	12	0	0	3	1.32041643048422	0	0	0.756493705623671	0.563269992526562	0.136178147584951	0.212092934828822	0.649520210095085	0.928780365040848	0.866859071043279	0.949027993342604	1	0.410831009937123	0.999999852804622
RP11-407N17.3	4	7	1	0	4	1.02073610753348	1.16737769932917	1.16737769932917	2.23240482055659	0.967929355732934	0.885937159363645	0.98970762026274	0.139265988724054	0.995791908839905	0.907108363574902	0.990841927381837	1	0.410977602787426	0.999999852804622
WDR70	2	5	0	0	2	1.12146483357775	0	0	2.13219791747554	0.847566344671816	0.311836550760014	0.569095402928606	0.242264156696575	0.978638074922795	0.866859071043279	0.949027993342604	1	0.411054502913117	0.999999852804622
PBDC1	0	0	0	0	1	0	0	0	2.49463347088402	0.219850600951773	0.664646527245971	0.435042569884761	0.317099529898205	0.833805851003363	0.866859071043279	0.949027993342604	1	0.411213740252139	0.999999852804622
CDHR2	4	16	1	0	2	1.81343131039822	1.65156954879867	1.65156954879867	1.40994748439823	0.150926910717371	0.656679664265587	0.352583910060165	0.391339343424148	0.82693997581105	0.866859071043279	0.949027993342604	1	0.411269521050507	0.999999852804622
TMEM177	2	4	1	0	0	1.86782749077116	14.5268502134094	14.5268502134094	0	0.340709417851865	0.0666510255936926	0.138027676663603	1	0.858253969020642	0.866859071043279	0.949027993342604	1	0.411364030849049	0.999999852804622
RNF39	2	1	0	0	1	0.277041696081828	0	0	1.82995601696994	0.166735555610511	0.589556493315562	0.344922089116455	0.400178390730587	0.827439783127048	0.866859071043279	0.949027993342604	1	0.411369357607828	0.999999852804622
HIST1H3F	2	5	0	0	0	3.41946479283581	0	0	0	0.0500388329216711	0.77354467051851	0.138084519316376	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.411476584711615	0.999999852804622
GBP1	2	5	0	0	2	1.32420918693752	0	0	2.11242903640944	0.639380012616924	0.365718281623217	0.563936285431975	0.245160147535006	0.94472447514874	0.866859071043279	0.949027993342604	1	0.411813424615466	0.999999852804622
RSPRY1	2	1	0	0	1	0.246539688934858	0	0	0.999538547836423	0.12712155004441	0.372390988405082	0.234643803727909	0.589228894255862	0.823728205146992	0.866859071043279	0.949027993342604	1	0.411821746939262	0.999999852804622
MIEF2	1	7	0	0	1	2.22914592928561	0	0	1.62512284998142	0.158218689119298	0.648765227060006	0.317864570053964	0.4350405591085	0.827439783127048	0.866859071043279	0.949027993342604	1	0.411871351348096	0.999999852804622
SLC1A6	3	13	0	0	1	1.7521955690973	0	0	1.62475673915466	0.212439327553052	0.46563117436808	0.317822156115049	0.435108129910825	0.83299744424389	0.866859071043279	0.949027993342604	1	0.411877333570308	0.999999852804622
SLC30A8	3	8	0	0	1	1.87523446038257	0	0	1.54214195156657	0.218189028629689	0.424342309565426	0.306759886899026	0.450891553428843	0.833356927617405	0.866859071043279	0.949027993342604	1	0.411933592954053	0.999999852804622
PTGER1	0	0	0	0	0	0	0	0	0	0.0487619818504785	0.738270650029444	0.138328100410936	1	0.810710492953518	0.866859071043279	0.949027993342604	1	0.41195863360758	0.999999852804622
PPM1D	1	1	1	0	1	0.361926155498798	4.03578285911941	4.03578285911941	1.23035532704166	0.297019233891887	0.274994276752226	0.265228377706425	0.521774772020032	0.847606602023389	0.866859071043279	0.949027993342604	1	0.412080029310922	0.999999852804622
OR4A15	3	10	1	0	1	1.83621611189159	2.55681859954345	2.55681859954345	2.09479084656434	0.205157320579447	0.433297451297304	0.381885507119716	0.362445592390396	0.832153212007992	0.866859071043279	0.949027993342604	1	0.412125993746455	0.999999852804622
SEMA7A	1	8	0	1	0	2.55999963430762	5.35670117711147	5.35670117711147	0	0.0861428473604227	0.203225159194955	0.138432372533093	1	0.819767563771569	0.866859071043279	0.949027993342604	1	0.412164857804445	0.999999852804622
SCN8A	6	7	0	0	0	0.464417006454746	0	0	0	0.111026990639943	0.156193905403187	0.13843714399628	1	0.820733534253114	0.866859071043279	0.949027993342604	1	0.412174292686397	0.999999852804622
FGFR4	6	13	0	0	1	1.59130221191467	0	0	1.17875826503353	0.261010086410545	0.287371777134262	0.258619500857429	0.53557606733804	0.841493136942753	0.866859071043279	0.949027993342604	1	0.412319155312352	0.999999852804622
ZPBP	1	7	0	1	1	2.03240171258468	2.93429516140491	2.93429516140491	2.02037696488643	0.211399778887896	0.38243476106456	0.37209085173122	0.372325520519131	0.83299744424389	0.866859071043279	0.949027993342604	1	0.412375501035326	0.999999852804622
KRTAP1-1	0	2	0	0	1	1.65527378443749	0	0	5.18088819141629	0.567171009617898	0.76544807069649	0.806993930621767	0.171676910845416	0.930817437268465	0.866859071043279	0.949027993342604	1	0.41238203372921	0.999999852804622
TAF1C	5	6	0	0	2	0.734855958783454	0	0	1.92960487205593	0.550732217850612	0.286378971014801	0.504824768307088	0.274486974019214	0.926206654272314	0.866859071043279	0.949027993342604	1	0.412432627827831	0.999999852804622
SPRY3	0	7	1	0	0	2.60824340179288	6.96445631507685	6.96445631507685	0	0.106776768126343	0.155242261131917	0.138576435951245	1	0.819767563771569	0.866859071043279	0.949027993342604	1	0.412449650033529	0.999999852804622
PID1	2	7	1	0	0	2.28521841570213	7.59421586977278	7.59421586977278	0	0.132536448926703	0.137189387323724	0.138594760405608	1	0.823728205146992	0.866859071043279	0.949027993342604	1	0.412485864049951	0.999999852804622
APOA1	2	4	0	0	1	2.07190919307733	0	0	2.93163380875412	0.269670127673663	0.70531471513336	0.497399454568181	0.27883321325409	0.843593462122752	0.866859071043279	0.949027993342604	1	0.412676983843889	0.999999852804622
TRMT112	1	1	0	0	1	1.26631713613003	0	0	6.02052259469508	0.832628411729765	0.741166884345837	0.924280718514695	0.150093072186998	0.976484903020499	0.866859071043279	0.951657545159104	1	0.412749370170822	0.999999852804622
ARID4B	3	9	1	0	4	1.42328815617376	1.42059305658458	1.42059305658458	1.95566897838694	0.473961612088754	0.752476651131712	0.763417702484887	0.181729190420373	0.89975531637001	0.866859071043279	0.949027993342604	1	0.412763489825802	0.999999852804622
MAGEB18	1	9	0	0	0	2.72240500726217	0	0	0	0.0589675046652441	0.63047093389105	0.138855713694856	1	0.814222950885369	0.866859071043279	0.949027993342604	1	0.413001314686197	0.999999852804622
COL3A1	1	9	1	1	4	1.56772467906395	2.10517074589152	2.10517074589152	1.68551643960361	0.399318166999219	0.397623957832536	0.581803598884632	0.238713036436477	0.875156778443645	0.866859071043279	0.949027993342604	1	0.413057362735554	0.999999852804622
PCDHGA3	15	15	0	0	2	0.77175306895485	0	0	1.61879818720296	0.448639197692656	0.246537745762143	0.411857811769727	0.337221503401022	0.891510556489404	0.866859071043279	0.949027993342604	1	0.413063693238797	0.999999852804622
MINPP1	1	2	0	0	2	0.686382292800672	0	0	2.65461992571718	0.639492884874114	0.557818943564039	0.768253751536816	0.18079518324761	0.94472447514874	0.866859071043279	0.949027993342604	1	0.413081987470225	0.999999852804622
IRF5	0	5	0	0	1	2.38452479585761	0	0	1.73130588417085	0.184409253721769	0.584962480274165	0.333973266698799	0.416264552605645	0.828829763088863	0.866859071043279	0.949027993342604	1	0.413328003038689	0.999999852804622
TSC22D3	1	3	1	0	0	2.43200470346854	11.655475875278	11.655475875278	0	0.241415978482391	0.0863445700919305	0.139064328712548	1	0.838876734874033	0.866859071043279	0.949027993342604	1	0.41341303083857	0.999999852804622
RP11-724O16.1	0	3	0	0	2	1.43362862341592	0	0	2.45580285755933	0.633740448573175	0.504323391629026	0.691389552876164	0.201166177922631	0.943493629979774	0.866859071043279	0.949027993342604	1	0.413452219650185	0.999999852804622
RIPPLY3	1	2	0	0	1	1.66344076669939	0	0	4.70449643372279	0.554726605048706	0.642188634004877	0.744196776906998	0.186917832495119	0.926938479044718	0.866859071043279	0.949027993342604	1	0.413490596069515	0.999999852804622
HDX	0	7	0	0	1	2.28170531059707	0	0	1.03635379315694	0.165164248336126	0.439597459043537	0.241008996449598	0.577422950952667	0.827439783127048	0.866859071043279	0.949027993342604	1	0.413609876862633	0.999999852804622
EML6	0	1	0	0	0	0.176652494656885	0	0	0	0.0698454996674949	0.279318936109588	0.139210054439369	1	0.818009788931489	0.866859071043279	0.949027993342604	1	0.413700444944709	0.999999852804622
CNBD2	1	7	0	0	1	2.03184801252669	0	0	1.44241454405122	0.211574120014498	0.430258170635477	0.295347236856292	0.471473172766879	0.83299744424389	0.866859071043279	0.949027993342604	1	0.413775848881	0.999999852804622
