Hugo_Symbol	dN	dS	dN/dS
R3HDM2	5	1	4.999995000005001
CLN8	5	1	4.999995000005001
PPM1M	5	1	4.999995000005001
OBP2A	5	1	4.999995000005001
PAK1	5	1	4.999995000005001
CEACAM16	5	1	4.999995000005001
CLDN16	5	1	4.999995000005001
QTRTD1	5	1	4.999995000005001
GPR113	5	1	4.999995000005001
ODF3L1	5	1	4.999995000005001
CALB2	5	1	4.999995000005001
SFTPD	5	1	4.999995000005001
OR13H1	5	1	4.999995000005001
FAF2	5	1	4.999995000005001
FIGF	5	1	4.999995000005001
JAM3	5	1	4.999995000005001
GPR108	5	1	4.999995000005001
SIRT5	5	1	4.999995000005001
SEC63	5	1	4.999995000005001
SERINC4	5	1	4.999995000005001
TBC1D17	5	1	4.999995000005001
MUC6	59	12	4.916666256944479
TENM1	54	11	4.909090462809958
BRCA2	49	10	4.8999995100000495
MYH7	44	9	4.8888883456790735
DMXL2	44	9	4.8888883456790735
ADAMTS12	44	9	4.8888883456790735
LRP1B	190	39	4.871794746877058
LRP2	73	15	4.866666342222244
TIE1	34	7	4.857142163265405
TJP1	34	7	4.857142163265405
CNTN5	34	7	4.857142163265405
LPHN2	34	7	4.857142163265405
RANBP2	58	12	4.833332930555589
RICTOR	29	6	4.833332527777912
MYH11	29	6	4.833332527777912
ARHGAP33	29	6	4.833332527777912
CPXM2	29	6	4.833332527777912
PDZD2	53	11	4.8181813801653295
ARPP21	24	5	4.799999040000192
DOCK8	24	5	4.799999040000192
KIAA0430	24	5	4.799999040000192
NLGN1	24	5	4.799999040000192
SETD2	24	5	4.799999040000192
ZNF347	24	5	4.799999040000192
KCNJ3	24	5	4.799999040000192
CDK12	24	5	4.799999040000192
SP140	24	5	4.799999040000192
MAN2B2	24	5	4.799999040000192
TMEM132E	24	5	4.799999040000192
POLR1A	24	5	4.799999040000192
KCNA4	24	5	4.799999040000192
COLEC12	24	5	4.799999040000192
PSD4	19	4	4.749998812500297
CSPP1	19	4	4.749998812500297
ZNF827	19	4	4.749998812500297
ZNF257	19	4	4.749998812500297
DTX1	19	4	4.749998812500297
ADAM7	19	4	4.749998812500297
CILP	19	4	4.749998812500297
SLC7A14	19	4	4.749998812500297
STAT5B	19	4	4.749998812500297
NAP1L2	19	4	4.749998812500297
DENND5A	19	4	4.749998812500297
CYLD	19	4	4.749998812500297
INTS3	19	4	4.749998812500297
WNK3	19	4	4.749998812500297
PLOD3	19	4	4.749998812500297
CTSW	19	4	4.749998812500297
SPAG1	19	4	4.749998812500297
TRIP11	19	4	4.749998812500297
KHDRBS2	19	4	4.749998812500297
ANO7	19	4	4.749998812500297
ERICH1	19	4	4.749998812500297
LRRCC1	19	4	4.749998812500297
KIF4B	19	4	4.749998812500297
GPRASP1	19	4	4.749998812500297
EPHB1	33	7	4.7142850408164225
CHD9	33	7	4.7142850408164225
C2CD3	33	7	4.7142850408164225
AFF3	33	7	4.7142850408164225
MYH7B	33	7	4.7142850408164225
SORCS3	33	7	4.7142850408164225
NIPBL	56	12	4.666666277777811
TAF1L	42	9	4.666666148148206
MED12L	42	9	4.666666148148206
TEX15	42	9	4.666666148148206
ADCY10	28	6	4.6666658888890185
PCDHGB3	28	6	4.6666658888890185
HFM1	28	6	4.6666658888890185
PCNXL3	28	6	4.6666658888890185
C6ORF165	14	3	4.666665111111629
SPATA18	14	3	4.666665111111629
ABCB6	14	3	4.666665111111629
IARS	14	3	4.666665111111629
LEPREL1	14	3	4.666665111111629
NCAPH	14	3	4.666665111111629
ZNF107	14	3	4.666665111111629
SLCO1B1	14	3	4.666665111111629
LMBRD1	14	3	4.666665111111629
ZNF780B	14	3	4.666665111111629
BRSK1	14	3	4.666665111111629
PHF21A	14	3	4.666665111111629
CLIP3	14	3	4.666665111111629
CLCN6	14	3	4.666665111111629
LCP2	14	3	4.666665111111629
ZNF416	14	3	4.666665111111629
SCAPER	14	3	4.666665111111629
SMARCA1	14	3	4.666665111111629
IGHG1	14	3	4.666665111111629
TKTL1	14	3	4.666665111111629
KPNA2	14	3	4.666665111111629
CD5L	14	3	4.666665111111629
EDEM3	14	3	4.666665111111629
TNK2	14	3	4.666665111111629
ZNF85	14	3	4.666665111111629
KCNJ16	14	3	4.666665111111629
TRIM37	14	3	4.666665111111629
LONP2	14	3	4.666665111111629
WNT2B	14	3	4.666665111111629
KIF7	14	3	4.666665111111629
CPB2	14	3	4.666665111111629
OR4M1	14	3	4.666665111111629
HECTD2	14	3	4.666665111111629
MICAL1	14	3	4.666665111111629
SEC24A	14	3	4.666665111111629
TEX10	14	3	4.666665111111629
SYT16	14	3	4.666665111111629
KCTD10	14	3	4.666665111111629
PRDM5	14	3	4.666665111111629
PTOV1	14	3	4.666665111111629
SLCO3A1	14	3	4.666665111111629
EFR3A	14	3	4.666665111111629
CKAP4	14	3	4.666665111111629
MATK	14	3	4.666665111111629
KYNU	14	3	4.666665111111629
OSBP2	14	3	4.666665111111629
ALDH3A1	14	3	4.666665111111629
ROBO4	14	3	4.666665111111629
NTRK1	14	3	4.666665111111629
ZP2	14	3	4.666665111111629
GAS7	14	3	4.666665111111629
GGNBP2	14	3	4.666665111111629
TYW1	14	3	4.666665111111629
PYGL	14	3	4.666665111111629
FZD3	14	3	4.666665111111629
GPR179	37	8	4.6249994218750725
BCOR	37	8	4.6249994218750725
ZNF568	23	5	4.599999080000184
ZNF638	23	5	4.599999080000184
CAMSAP3	23	5	4.599999080000184
LINGO2	23	5	4.599999080000184
SIK3	23	5	4.599999080000184
PCDHGB1	23	5	4.599999080000184
ATP10B	23	5	4.599999080000184
KCTD8	23	5	4.599999080000184
KANSL1	23	5	4.599999080000184
DPP10	23	5	4.599999080000184
GRIA1	23	5	4.599999080000184
ZNF609	23	5	4.599999080000184
CCDC18	23	5	4.599999080000184
HECW2	23	5	4.599999080000184
MAG	23	5	4.599999080000184
ZMYM2	23	5	4.599999080000184
TTLL7	23	5	4.599999080000184
PNPLA7	32	7	4.57142791836744
NOTCH2	32	7	4.57142791836744
CACNA1G	32	7	4.57142791836744
GRM2	32	7	4.57142791836744
PEG3	59	13	4.53846118934914
DCLK1	54	12	4.499999625000031
EVC	36	8	4.499999437500071
CDH20	27	6	4.4999992500001245
CPSF1	27	6	4.4999992500001245
KIAA2018	27	6	4.4999992500001245
TFAP4	18	4	4.499998875000281
ANO2	18	4	4.499998875000281
PIK3R1	18	4	4.499998875000281
AVPR1A	18	4	4.499998875000281
PDS5A	18	4	4.499998875000281
RAPGEF2	18	4	4.499998875000281
NKTR	18	4	4.499998875000281
PIGG	18	4	4.499998875000281
HEPH	18	4	4.499998875000281
GRIK5	18	4	4.499998875000281
EPHB3	18	4	4.499998875000281
EXOC2	18	4	4.499998875000281
HNRNPUL1	18	4	4.499998875000281
GATA3	18	4	4.499998875000281
PRKCG	18	4	4.499998875000281
CNTNAP3	18	4	4.499998875000281
MYPN	18	4	4.499998875000281
KIF3C	18	4	4.499998875000281
MAN2B1	18	4	4.499998875000281
KCNH3	18	4	4.499998875000281
ITGAE	18	4	4.499998875000281
SPINK5	18	4	4.499998875000281
HYOU1	18	4	4.499998875000281
INO80	18	4	4.499998875000281
SMO	18	4	4.499998875000281
SRPR	18	4	4.499998875000281
MNDA	18	4	4.499998875000281
C9orf131	18	4	4.499998875000281
ITGA11	18	4	4.499998875000281
CDC5L	18	4	4.499998875000281
IGHM	18	4	4.499998875000281
WDR17	18	4	4.499998875000281
CRIPAK	18	4	4.499998875000281
HTR3A	18	4	4.499998875000281
N4BP2	18	4	4.499998875000281
HTR1F	18	4	4.499998875000281
LIFR	18	4	4.499998875000281
CECR1	18	4	4.499998875000281
KIAA1211	18	4	4.499998875000281
C10orf90	18	4	4.499998875000281
C1orf101	9	2	4.499997750001125
FIG4	9	2	4.499997750001125
BECN1	9	2	4.499997750001125
ANKRD40	9	2	4.499997750001125
HIST1H1C	9	2	4.499997750001125
CAPN13	9	2	4.499997750001125
ETAA1	9	2	4.499997750001125
CNNM1	9	2	4.499997750001125
TDP1	9	2	4.499997750001125
ZNF337	9	2	4.499997750001125
NUCB1	9	2	4.499997750001125
C11orf80	9	2	4.499997750001125
PRICKLE3	9	2	4.499997750001125
PNN	9	2	4.499997750001125
ZBTB24	9	2	4.499997750001125
CRBN	9	2	4.499997750001125
GPR83	9	2	4.499997750001125
FCRL6	9	2	4.499997750001125
SHOC2	9	2	4.499997750001125
SKIL	9	2	4.499997750001125
ATP2C2	9	2	4.499997750001125
TCF7L1	9	2	4.499997750001125
GBP6	9	2	4.499997750001125
LILRA5	9	2	4.499997750001125
CETP	9	2	4.499997750001125
OR51B6	9	2	4.499997750001125
ACTL8	9	2	4.499997750001125
MDM2	9	2	4.499997750001125
MAGEB3	9	2	4.499997750001125
FAM131B	9	2	4.499997750001125
UGP2	9	2	4.499997750001125
KIAA0895	9	2	4.499997750001125
OR6N1	9	2	4.499997750001125
SGK3	9	2	4.499997750001125
MTPAP	9	2	4.499997750001125
MELK	9	2	4.499997750001125
XRCC5	9	2	4.499997750001125
NKRF	9	2	4.499997750001125
METTL13	9	2	4.499997750001125
C3orf17	9	2	4.499997750001125
NIPA2	9	2	4.499997750001125
SLC26A8	9	2	4.499997750001125
PARP15	9	2	4.499997750001125
TLE3	9	2	4.499997750001125
BMP2K	9	2	4.499997750001125
TRPM5	9	2	4.499997750001125
FCN1	9	2	4.499997750001125
CCDC30	9	2	4.499997750001125
LMOD3	9	2	4.499997750001125
RFWD2	9	2	4.499997750001125
MINPP1	9	2	4.499997750001125
STAT5A	9	2	4.499997750001125
ZNF333	9	2	4.499997750001125
RASGRP1	9	2	4.499997750001125
ARHGEF6	9	2	4.499997750001125
DRG2	9	2	4.499997750001125
CD33	9	2	4.499997750001125
CCDC37	9	2	4.499997750001125
CHEK2	9	2	4.499997750001125
ZDHHC5	9	2	4.499997750001125
TUBGCP5	9	2	4.499997750001125
THAP9	9	2	4.499997750001125
CPNE9	9	2	4.499997750001125
OR5R1	9	2	4.499997750001125
LMX1B	9	2	4.499997750001125
GEM	9	2	4.499997750001125
MTMR7	9	2	4.499997750001125
TPBG	9	2	4.499997750001125
CYP2F1	9	2	4.499997750001125
PAQR8	9	2	4.499997750001125
SLC26A1	9	2	4.499997750001125
GREM2	9	2	4.499997750001125
ZNF223	9	2	4.499997750001125
ANAPC2	9	2	4.499997750001125
SLC30A9	9	2	4.499997750001125
IP6K1	9	2	4.499997750001125
TRIM7	9	2	4.499997750001125
HCRTR1	9	2	4.499997750001125
KRT16	9	2	4.499997750001125
ACAA2	9	2	4.499997750001125
RASGEF1C	9	2	4.499997750001125
GFOD2	9	2	4.499997750001125
BCL3	9	2	4.499997750001125
UVRAG	9	2	4.499997750001125
USH1G	9	2	4.499997750001125
TBCEL	9	2	4.499997750001125
GPD1	9	2	4.499997750001125
AVPR2	9	2	4.499997750001125
DCLRE1B	9	2	4.499997750001125
C16orf71	9	2	4.499997750001125
VRK2	9	2	4.499997750001125
PLEKHO1	9	2	4.499997750001125
AOC2	9	2	4.499997750001125
RIMKLA	9	2	4.499997750001125
KIR3DL1	9	2	4.499997750001125
CLOCK	9	2	4.499997750001125
R3HCC1L	9	2	4.499997750001125
MATN3	9	2	4.499997750001125
EXD3	9	2	4.499997750001125
SERTAD4	9	2	4.499997750001125
CAPN6	9	2	4.499997750001125
SERPINF2	9	2	4.499997750001125
PPM1H	9	2	4.499997750001125
PTPN7	9	2	4.499997750001125
VGLL1	9	2	4.499997750001125
MFSD8	9	2	4.499997750001125
KRT4	9	2	4.499997750001125
LPO	9	2	4.499997750001125
IMPA1	9	2	4.499997750001125
ZNF12	9	2	4.499997750001125
P2RX3	9	2	4.499997750001125
FMO2	9	2	4.499997750001125
NOTUM	9	2	4.499997750001125
KIF4A	9	2	4.499997750001125
OVGP1	9	2	4.499997750001125
GOLIM4	9	2	4.499997750001125
LRCH1	9	2	4.499997750001125
STT3A	9	2	4.499997750001125
TCERG1L	9	2	4.499997750001125
RSPH3	9	2	4.499997750001125
BRPF3	9	2	4.499997750001125
SLC25A21	9	2	4.499997750001125
OTOR	9	2	4.499997750001125
PPARD	9	2	4.499997750001125
KIN	9	2	4.499997750001125
CAB39L	9	2	4.499997750001125
TRMT2A	9	2	4.499997750001125
SERPINB8	9	2	4.499997750001125
PPAPDC3	9	2	4.499997750001125
ENAH	9	2	4.499997750001125
CCDC93	9	2	4.499997750001125
HNRNPR	9	2	4.499997750001125
C2CD2L	9	2	4.499997750001125
DMTN	9	2	4.499997750001125
SGCE	9	2	4.499997750001125
FAM65B	9	2	4.499997750001125
NCLN	9	2	4.499997750001125
IFRD1	9	2	4.499997750001125
UBE2NL	9	2	4.499997750001125
ADAM33	9	2	4.499997750001125
CTSH	9	2	4.499997750001125
KRT35	9	2	4.499997750001125
PID1	9	2	4.499997750001125
ZW10	9	2	4.499997750001125
TAF7L	9	2	4.499997750001125
RINT1	9	2	4.499997750001125
MYLK4	9	2	4.499997750001125
IFNAR1	9	2	4.499997750001125
GCDH	9	2	4.499997750001125
MAGED2	9	2	4.499997750001125
UBR5	58	13	4.461538118343222
REV3L	58	13	4.461538118343222
DMD	89	20	4.449999777500011
NF1	40	9	4.444443950617339
GPATCH8	31	7	4.428570795918458
KCNQ5	31	7	4.428570795918458
TTC3	31	7	4.428570795918458
NAV3	66	15	4.399999706666686
CHD4	44	10	4.399999560000044
ZNF208	44	10	4.399999560000044
DNHD1	22	5	4.399999120000176
ADAMTS1	22	5	4.399999120000176
IRX6	22	5	4.399999120000176
SEMA6A	22	5	4.399999120000176
MADD	22	5	4.399999120000176
NUP153	22	5	4.399999120000176
ERCC6L2	22	5	4.399999120000176
APC2	22	5	4.399999120000176
SMG5	22	5	4.399999120000176
IFI16	22	5	4.399999120000176
HGF	22	5	4.399999120000176
DYNC1H1	57	13	4.384615047337304
RIMS1	48	11	4.363635966942185
CNTNAP5	52	12	4.333332972222252
KIAA1024	26	6	4.333332611111231
ABCA5	26	6	4.333332611111231
CDK5RAP2	26	6	4.333332611111231
YLPM1	26	6	4.333332611111231
IFT122	26	6	4.333332611111231
CNTNAP1	26	6	4.333332611111231
CCDC73	26	6	4.333332611111231
TRPM7	26	6	4.333332611111231
COL20A1	26	6	4.333332611111231
SYCP2	26	6	4.333332611111231
KNG1	13	3	4.33333188888937
TAF2	13	3	4.33333188888937
CDH5	13	3	4.33333188888937
KCNJ10	13	3	4.33333188888937
ZSCAN29	13	3	4.33333188888937
ILDR2	13	3	4.33333188888937
NOP14	13	3	4.33333188888937
GSN	13	3	4.33333188888937
RANBP3	13	3	4.33333188888937
NPFFR2	13	3	4.33333188888937
NPR1	13	3	4.33333188888937
IL4I1	13	3	4.33333188888937
RPS6KC1	13	3	4.33333188888937
VPS11	13	3	4.33333188888937
GTF3C5	13	3	4.33333188888937
OR52A5	13	3	4.33333188888937
AP3D1	13	3	4.33333188888937
MSN	13	3	4.33333188888937
GPR139	13	3	4.33333188888937
ZNF829	13	3	4.33333188888937
COG2	13	3	4.33333188888937
LPCAT2	13	3	4.33333188888937
WDR59	13	3	4.33333188888937
ATP8A2	13	3	4.33333188888937
UBR2	13	3	4.33333188888937
ZNF584	13	3	4.33333188888937
RPRD2	13	3	4.33333188888937
OR8D1	13	3	4.33333188888937
NUP93	13	3	4.33333188888937
ATRN	13	3	4.33333188888937
ZNF559	13	3	4.33333188888937
OR10H1	13	3	4.33333188888937
SLC25A45	13	3	4.33333188888937
ZIM3	13	3	4.33333188888937
KIF20A	13	3	4.33333188888937
LHX1	13	3	4.33333188888937
DKK1	13	3	4.33333188888937
PIK3C2G	13	3	4.33333188888937
LGR6	13	3	4.33333188888937
TRAF7	13	3	4.33333188888937
RNF145	13	3	4.33333188888937
P2RY12	13	3	4.33333188888937
PTH1R	13	3	4.33333188888937
TBC1D16	13	3	4.33333188888937
PIK3R2	13	3	4.33333188888937
TMEM8A	13	3	4.33333188888937
ABCB11	13	3	4.33333188888937
ATP2C1	13	3	4.33333188888937
OR5H1	13	3	4.33333188888937
KPNB1	13	3	4.33333188888937
LARGE	13	3	4.33333188888937
TLR5	13	3	4.33333188888937
GIMAP8	13	3	4.33333188888937
CYP4F22	13	3	4.33333188888937
MTHFR	13	3	4.33333188888937
SLC38A4	13	3	4.33333188888937
ESR2	13	3	4.33333188888937
PIWIL2	13	3	4.33333188888937
KIAA1033	13	3	4.33333188888937
ABCF3	13	3	4.33333188888937
ZNF214	13	3	4.33333188888937
POLN	13	3	4.33333188888937
PSG1	13	3	4.33333188888937
SLITRK4	13	3	4.33333188888937
DUSP16	13	3	4.33333188888937
ZNF33A	13	3	4.33333188888937
HIP1	13	3	4.33333188888937
ACLY	13	3	4.33333188888937
FAM120C	13	3	4.33333188888937
FRAS1	43	10	4.299999570000043
GRM8	30	7	4.285713673469475
NID1	30	7	4.285713673469475
WDR49	30	7	4.285713673469475
SAMD9L	30	7	4.285713673469475
F5	30	7	4.285713673469475
NTNG1	30	7	4.285713673469475
EIF5B	30	7	4.285713673469475
CTNNA3	30	7	4.285713673469475
SUPT6H	30	7	4.285713673469475
GRIA2	34	8	4.249999468750067
PCNXL2	34	8	4.249999468750067
C3	34	8	4.249999468750067
SULF1	34	8	4.249999468750067
ZNF569	17	4	4.249998937500266
KIAA1755	17	4	4.249998937500266
DROSHA	17	4	4.249998937500266
IGSF9	17	4	4.249998937500266
FAM91A1	17	4	4.249998937500266
KANK4	17	4	4.249998937500266
ZNF438	17	4	4.249998937500266
HCN3	17	4	4.249998937500266
TDRD3	17	4	4.249998937500266
ANKS1B	17	4	4.249998937500266
SEL1L3	17	4	4.249998937500266
NUP155	17	4	4.249998937500266
DHX37	17	4	4.249998937500266
POLRMT	17	4	4.249998937500266
DNMBP	17	4	4.249998937500266
CLTCL1	17	4	4.249998937500266
OR2T33	17	4	4.249998937500266
THADA	17	4	4.249998937500266
TM9SF3	17	4	4.249998937500266
GPHN	17	4	4.249998937500266
SLC9C1	17	4	4.249998937500266
AZI1	17	4	4.249998937500266
OR10J3	17	4	4.249998937500266
SRRM2	38	9	4.2222217530864725
MYH10	38	9	4.2222217530864725
CELSR3	59	14	4.214285413265328
DNAH11	84	20	4.19999979000001
TRIOBP	42	10	4.199999580000043
SLTM	21	5	4.199999160000168
CR1L	21	5	4.199999160000168
SLC6A15	21	5	4.199999160000168
NYAP1	21	5	4.199999160000168
EYS	21	5	4.199999160000168
TCERG1	21	5	4.199999160000168
NFATC4	21	5	4.199999160000168
PLK1	21	5	4.199999160000168
ATAD5	21	5	4.199999160000168
SHROOM3	21	5	4.199999160000168
UHRF1BP1	21	5	4.199999160000168
EXO1	21	5	4.199999160000168
ADAMTSL4	21	5	4.199999160000168
RBM19	21	5	4.199999160000168
KCND3	21	5	4.199999160000168
SIN3A	21	5	4.199999160000168
AMPD3	21	5	4.199999160000168
THBS1	21	5	4.199999160000168
ANO4	25	6	4.166665972222338
CAMSAP1	25	6	4.166665972222338
ZNF99	25	6	4.166665972222338
SSH2	25	6	4.166665972222338
TAOK2	25	6	4.166665972222338
PRG4	25	6	4.166665972222338
KIAA1199	25	6	4.166665972222338
TRPC4	25	6	4.166665972222338
KAL1	25	6	4.166665972222338
XIRP2	79	19	4.157894518005551
CACNA1E	54	13	4.153845834319552
MDN1	87	21	4.142856945578241
ZBTB20	58	14	4.1428568469387965
IGSF9B	29	7	4.142856551020492
ARHGEF17	29	7	4.142856551020492
ELMSAN1	29	7	4.142856551020492
SHANK1	29	7	4.142856551020492
UTRN	62	15	4.133333057777796
DNAH10	66	16	4.124999742187516
ACACA	33	8	4.124999484375065
NCOA2	33	8	4.124999484375065
NBAS	33	8	4.124999484375065
LRRK2	74	18	4.111110882716062
SLX4	37	9	4.111110654321039
COL14A1	37	9	4.111110654321039
ADAMTS16	45	11	4.090908719008299
TRPA1	49	12	4.083332993055584
NPAP1	49	12	4.083332993055584
POLE	44	11	3.9999996363636696
MGA	40	10	3.99999960000004
TRANK1	40	10	3.99999960000004
LAMA3	40	10	3.99999960000004
FSIP2	36	9	3.9999995555556054
GPR158	32	8	3.999999500000063
NSD1	32	8	3.999999500000063
CTNNB1	32	8	3.999999500000063
ATR	32	8	3.999999500000063
BNC2	28	7	3.99999942857151
PCNX	28	7	3.99999942857151
ZNF516	28	7	3.99999942857151
DZIP1L	24	6	3.9999993333334443
BCHE	24	6	3.9999993333334443
ATAD2	24	6	3.9999993333334443
PCDHAC1	24	6	3.9999993333334443
PRX	24	6	3.9999993333334443
XDH	24	6	3.9999993333334443
ZNF716	24	6	3.9999993333334443
DAPK1	24	6	3.9999993333334443
ABCA7	24	6	3.9999993333334443
SLC4A10	20	5	3.99999920000016
CCDC129	20	5	3.99999920000016
TMC3	20	5	3.99999920000016
ZNF786	20	5	3.99999920000016
POTEC	20	5	3.99999920000016
CRB2	20	5	3.99999920000016
SCN7A	20	5	3.99999920000016
CSF1R	20	5	3.99999920000016
NRDE2	20	5	3.99999920000016
PLCB4	20	5	3.99999920000016
GUCY1A3	20	5	3.99999920000016
TANC2	20	5	3.99999920000016
OR5D13	20	5	3.99999920000016
USP54	20	5	3.99999920000016
HHIP	20	5	3.99999920000016
IQGAP1	20	5	3.99999920000016
CFTR	20	5	3.99999920000016
ABL2	20	5	3.99999920000016
UBR1	16	4	3.99999900000025
EHD2	16	4	3.99999900000025
KIAA2026	16	4	3.99999900000025
ZHX3	16	4	3.99999900000025
NUP107	16	4	3.99999900000025
NOLC1	16	4	3.99999900000025
MYO1C	16	4	3.99999900000025
RPGRIP1L	16	4	3.99999900000025
ST8SIA4	16	4	3.99999900000025
AGL	16	4	3.99999900000025
DPP9	16	4	3.99999900000025
ZNF626	16	4	3.99999900000025
CCNL2	16	4	3.99999900000025
EBF2	16	4	3.99999900000025
ADAR	16	4	3.99999900000025
TTLL4	16	4	3.99999900000025
CCAR1	16	4	3.99999900000025
BMP3	16	4	3.99999900000025
WWP1	16	4	3.99999900000025
GALNT15	16	4	3.99999900000025
KLHL34	16	4	3.99999900000025
IPO5	16	4	3.99999900000025
HDAC7	16	4	3.99999900000025
MYOCD	16	4	3.99999900000025
NTRK2	16	4	3.99999900000025
FASTKD3	16	4	3.99999900000025
NLRP13	16	4	3.99999900000025
CASKIN2	16	4	3.99999900000025
HCN4	16	4	3.99999900000025
MTTP	16	4	3.99999900000025
C3orf20	16	4	3.99999900000025
WASF3	16	4	3.99999900000025
SCAF1	16	4	3.99999900000025
ANO6	16	4	3.99999900000025
MXRA8	16	4	3.99999900000025
SF3B1	16	4	3.99999900000025
FOSL2	12	3	3.999998666667111
DOK6	12	3	3.999998666667111
TCHHL1	12	3	3.999998666667111
ANKIB1	12	3	3.999998666667111
TCF4	12	3	3.999998666667111
EFHC1	12	3	3.999998666667111
FOLH1	12	3	3.999998666667111
P2RY10	12	3	3.999998666667111
PRDM1	12	3	3.999998666667111
KIF22	12	3	3.999998666667111
PAM	12	3	3.999998666667111
OSBPL1A	12	3	3.999998666667111
MARVELD2	12	3	3.999998666667111
ANKRD13B	12	3	3.999998666667111
SIK2	12	3	3.999998666667111
MEP1A	12	3	3.999998666667111
GAL3ST3	12	3	3.999998666667111
C3AR1	12	3	3.999998666667111
TDO2	12	3	3.999998666667111
TSKS	12	3	3.999998666667111
ACTRT2	12	3	3.999998666667111
EMILIN2	12	3	3.999998666667111
KLHL7	12	3	3.999998666667111
OR4S2	12	3	3.999998666667111
SRPK3	12	3	3.999998666667111
KRT33A	12	3	3.999998666667111
JADE2	12	3	3.999998666667111
GLYR1	12	3	3.999998666667111
CLASP1	12	3	3.999998666667111
TEAD4	12	3	3.999998666667111
OR2M3	12	3	3.999998666667111
ZNF169	12	3	3.999998666667111
C9orf172	12	3	3.999998666667111
CEP120	12	3	3.999998666667111
OR52K1	12	3	3.999998666667111
TRIM26	12	3	3.999998666667111
FAM50B	12	3	3.999998666667111
ZHX1	12	3	3.999998666667111
LINGO4	12	3	3.999998666667111
STAMBPL1	12	3	3.999998666667111
CCDC19	12	3	3.999998666667111
ZNF417	12	3	3.999998666667111
PTBP1	12	3	3.999998666667111
STK10	12	3	3.999998666667111
NR1D1	12	3	3.999998666667111
ESR1	12	3	3.999998666667111
HTRA1	12	3	3.999998666667111
SNAPC2	12	3	3.999998666667111
ZNF385A	12	3	3.999998666667111
LHX8	12	3	3.999998666667111
IL1RAPL2	12	3	3.999998666667111
PGM3	12	3	3.999998666667111
BAZ1B	12	3	3.999998666667111
CCDC62	12	3	3.999998666667111
ZNF8	12	3	3.999998666667111
GRK7	12	3	3.999998666667111
SLC4A9	12	3	3.999998666667111
FAM90A1	12	3	3.999998666667111
ITIH2	12	3	3.999998666667111
SLAMF1	12	3	3.999998666667111
WDR63	12	3	3.999998666667111
ARMC2	12	3	3.999998666667111
POGK	12	3	3.999998666667111
USPL1	12	3	3.999998666667111
SLC46A3	12	3	3.999998666667111
CYP2A13	12	3	3.999998666667111
HMGCLL1	12	3	3.999998666667111
HIP1R	12	3	3.999998666667111
ZSWIM5	12	3	3.999998666667111
GPLD1	12	3	3.999998666667111
PPARGC1B	12	3	3.999998666667111
ZMYM5	12	3	3.999998666667111
NEGR1	12	3	3.999998666667111
TYRO3	12	3	3.999998666667111
CLMN	12	3	3.999998666667111
ICAM5	12	3	3.999998666667111
ZNF790	12	3	3.999998666667111
ZSWIM3	12	3	3.999998666667111
FPR1	8	2	3.999998000001
CCDC36	8	2	3.999998000001
SMARCE1	8	2	3.999998000001
IMMP2L	8	2	3.999998000001
HDAC3	8	2	3.999998000001
NCBP1	8	2	3.999998000001
PVRL3	8	2	3.999998000001
GAS2L3	8	2	3.999998000001
TCIRG1	8	2	3.999998000001
STRN3	8	2	3.999998000001
OR51L1	8	2	3.999998000001
MRPL2	8	2	3.999998000001
ECT2	8	2	3.999998000001
AURKC	8	2	3.999998000001
AVEN	8	2	3.999998000001
ELF4	8	2	3.999998000001
TADA3	8	2	3.999998000001
LAIR1	8	2	3.999998000001
NOP2	8	2	3.999998000001
CAP1	8	2	3.999998000001
TIMM44	8	2	3.999998000001
SDR39U1	8	2	3.999998000001
SUOX	8	2	3.999998000001
PER1	8	2	3.999998000001
MBD2	8	2	3.999998000001
KLKB1	8	2	3.999998000001
IL20RA	8	2	3.999998000001
FAM26E	8	2	3.999998000001
KCNJ2	8	2	3.999998000001
ZNF486	8	2	3.999998000001
AGPAT4	8	2	3.999998000001
FPGT	8	2	3.999998000001
NBPF9	8	2	3.999998000001
SLC36A1	8	2	3.999998000001
EIF5A	8	2	3.999998000001
CYP21A2	8	2	3.999998000001
ESRP2	8	2	3.999998000001
ZNF396	8	2	3.999998000001
IFIT1	8	2	3.999998000001
WAC	8	2	3.999998000001
CYP2C19	8	2	3.999998000001
EIF3E	8	2	3.999998000001
PGS1	8	2	3.999998000001
POU5F2	8	2	3.999998000001
PLCD1	8	2	3.999998000001
TMC7	8	2	3.999998000001
HNRNPAB	8	2	3.999998000001
MEF2D	8	2	3.999998000001
SQLE	8	2	3.999998000001
PAPD5	8	2	3.999998000001
TMEM8B	8	2	3.999998000001
BFAR	8	2	3.999998000001
MAGEA6	8	2	3.999998000001
NEURL2	8	2	3.999998000001
CYBRD1	8	2	3.999998000001
PHC1	8	2	3.999998000001
ETV1	8	2	3.999998000001
KIAA1257	8	2	3.999998000001
TMEM74	8	2	3.999998000001
SENP6	8	2	3.999998000001
TUFM	8	2	3.999998000001
HESX1	8	2	3.999998000001
SLC22A23	8	2	3.999998000001
RAD18	8	2	3.999998000001
DSC3	8	2	3.999998000001
FJX1	8	2	3.999998000001
WASL	8	2	3.999998000001
CEP72	8	2	3.999998000001
CTSE	8	2	3.999998000001
CYYR1	8	2	3.999998000001
EPYC	8	2	3.999998000001
LDB2	8	2	3.999998000001
CD180	8	2	3.999998000001
GALNT8	8	2	3.999998000001
